ax,ay,az,mx,my,mz
-75.66666666666667,1140.3333333333333,-2.3333333333333335,184.0,-555.0,-4096.0
-75.66666666666667,1140.3333333333333,-2.3333333333333335,184.0,-555.0,-4096.0
45.0,844.3333333333334,54.666666666666664,168.0,-450.6666666666667,-2752.3333333333335
100.8,796.0,106.8,-16.4,-476.8,-3290.8
351.0,575.0,269.0,-199.0,-480.0,-4096.0
351.0,575.0,269.0,-199.0,-480.0,-4096.0
6.333333333333333,941.6666666666666,78.0,97.5,-496.1666666666667,-3429.1666666666665
224.5,753.0,167.16666666666666,-77.33333333333333,-485.1666666666667,-3430.3333333333335
203.5,518.0,156.5,10.5,-378.5,-2090.0
-109.5,1171.5,-54.0,156.5,-627.0,-4096.0
-109.5,1171.5,-54.0,156.5,-627.0,-4096.0
135.0,866.5,95.0,-35.166666666666664,-519.3333333333334,-2756.8333333333335
18.666666666666668,902.1666666666666,83.66666666666667,41.666666666666664,-484.1666666666667,-2763.8333333333335
-108.5,1108.0,64.5,214.5,-546.75,-4096.0
-6.8,930.2,6.2,45.6,-544.2,-3291.8
-6.8,930.2,6.2,45.6,-544.2,-3291.8
22.2,942.5,27.2,56.4,-555.8,-1693.7
43.5,935.0,63.25,93.0,-545.5,-2083.75
139.0,795.5714285714286,191.14285714285714,-48.142857142857146,-511.42857142857144,-3526.0
37.333333333333336,883.3333333333334,211.0,154.66666666666666,-474.6666666666667,-4096.0
309.0,685.0,218.0,-149.0,-606.0,-4096.0
200.5,715.0,212.5,60.5,-486.0,-4096.0
110.66666666666667,975.0,128.66666666666666,10.666666666666666,-568.6666666666666,-4096.0
78.8,842.0,206.2,38.2,-513.4,-4096.0
-177.0,1200.5,84.0,191.0,-552.0,-4096.0
20.25,983.6666666666666,107.75,75.58333333333333,-543.9166666666666,-3096.25
116.1,877.1,220.3,17.6,-516.1,-4096.0
147.2,880.6,156.6,-24.2,-532.2,-4096.0
73.27272727272727,903.0,139.63636363636363,76.81818181818181,-517.0,-3731.0
6.666666666666667,863.0,232.66666666666666,161.0,-439.3333333333333,-4096.0
336.0,589.0,322.0,-240.0,-538.0,-4096.0
72.16666666666667,938.0,248.5,62.0,-511.5,-4096.0
72.16666666666667,938.0,248.5,62.0,-511.5,-4096.0
-233.25,1146.75,103.5,293.0,-528.75,-4096.0
599.0,300.0,394.0,-378.0,-454.0,-4096.0
-78.0,1031.6666666666667,142.0,155.66666666666666,-527.6666666666666,-2765.6666666666665
116.8,818.0,247.7,3.0,-489.6,-4096.0
113.38461538461539,893.0,253.69230769230768,15.307692307692308,-510.0,-3787.846153846154
108.11111111111111,896.1111111111111,129.77777777777777,-43.111111111111114,-528.0,-3650.1111111111113
604.6666666666666,396.6666666666667,209.66666666666666,-187.66666666666666,-574.6666666666666,-4096.0
604.6666666666666,396.6666666666667,209.66666666666666,-187.66666666666666,-574.6666666666666,-4096.0
260.2857142857143,594.2857142857143,240.14285714285714,82.71428571428571,-476.85714285714283,-3522.1428571428573
260.2857142857143,594.2857142857143,240.14285714285714,82.71428571428571,-476.85714285714283,-3522.1428571428573
626.6666666666666,277.0,245.33333333333334,-258.6666666666667,-510.6666666666667,-4096.0
626.6666666666666,277.0,245.33333333333334,-258.6666666666667,-510.6666666666667,-4096.0
533.25,213.25,323.0,-225.5,-508.75,-4096.0
533.25,213.25,323.0,-225.5,-508.75,-4096.0
458.75,445.5,348.25,-48.25,-505.25,-4096.0
416.25,398.5,410.5,-79.0,-449.75,-4096.0
-207.0,1185.0,137.0,484.0,-425.0,-4096.0
521.6,236.8,387.0,-150.0,-464.4,-4096.0
270.0,579.25,284.5,52.25,-485.0,-4096.0
572.4,140.2,318.0,-153.4,-437.0,-4096.0
563.25,334.75,446.25,-207.25,-551.0,-4096.0
-300.0,1392.0,366.0,-4096.0,-398.0,-105.0
370.25,474.5,320.75,23.25,-502.5,-4096.0
567.6666666666666,316.0,373.0,-257.6666666666667,-471.0,-4096.0
373.6666666666667,416.8333333333333,292.1666666666667,-24.0,-491.6666666666667,-4096.0
622.5,371.0,399.0,-235.5,-478.5,-4096.0
342.1111111111111,581.5555555555555,253.33333333333334,-425.6666666666667,-490.0,-3650.777777777778
342.1111111111111,581.5555555555555,253.33333333333334,-425.6666666666667,-490.0,-3650.777777777778
392.6,538.8,386.2,-25.6,-477.0,-4096.0
567.3333333333334,232.0,347.6666666666667,-218.0,-508.3333333333333,-4096.0
567.3333333333334,232.0,347.6666666666667,-218.0,-508.3333333333333,-4096.0
557.6666666666666,216.33333333333334,362.3333333333333,-259.0,-494.6666666666667,-4096.0
439.3333333333333,496.3333333333333,399.6666666666667,-77.33333333333333,-367.0,-4096.0
-68.0,1015.0,297.0,455.0,-460.0,-4096.0
547.0,288.6666666666667,480.0,-139.0,-465.3333333333333,-4096.0
379.0,351.75,419.25,-68.5,-373.75,-4096.0
242.25,567.0,454.25,99.25,-454.0,-4096.0
329.0,519.0,431.75,52.5,-472.25,-4096.0
566.3333333333334,366.0,404.6666666666667,-116.33333333333333,-511.6666666666667,-4096.0
361.4,509.2,425.8,61.8,-491.2,-4096.0
397.5,426.0,406.25,15.125,-479.75,-4096.0
397.5,426.0,406.25,15.125,-479.75,-4096.0
436.75,326.75,498.0,-7.5,-426.25,-4096.0
645.0,212.5,467.5,-250.0,-418.0,-4096.0
427.6666666666667,519.3333333333334,470.6666666666667,-85.33333333333333,-427.3333333333333,-4096.0
485.6666666666667,248.0,515.0,-165.33333333333334,-346.3333333333333,-4096.0
199.0,766.0,418.0,110.0,-562.0,-4096.0
612.0,132.5,403.5,-280.0,-373.5,-4096.0
612.0,132.5,403.5,-280.0,-373.5,-4096.0
449.0,521.75,424.5,34.5,-484.5,-4096.0
599.75,317.5,367.0,-184.75,-472.25,-4096.0
420.0,347.0,592.5,-160.0,-416.0,-4096.0
584.0,203.0,436.0,-249.0,-354.5,-4096.0
493.0,190.66666666666666,554.0,-218.66666666666666,-392.0,-4096.0
472.6666666666667,239.0,535.6666666666666,-160.33333333333334,-404.3333333333333,-4096.0
613.25,290.25,367.0,-149.25,-513.0,-4096.0
635.3333333333334,273.3333333333333,328.6666666666667,-213.33333333333334,-477.0,-4096.0
635.3333333333334,273.3333333333333,328.6666666666667,-213.33333333333334,-477.0,-4096.0
119.0,1175.0,323.0,345.0,-515.0,-4096.0
-42.5,1071.5,402.75,291.25,-493.75,-4096.0
-173.5,1011.0,178.0,275.5,-515.0,-3074.0
-162.14285714285714,990.0,-269.64285714285717,-757.7142857142857,-508.42857142857144,-2033.4285714285713
-120.0,995.75,-315.75,-883.5,-492.5,-2021.25
-177.8,989.2,-327.8,-664.0,-483.0,-1591.8
-131.5,1029.125,-120.125,-882.625,-528.5,-2039.25
55.0,866.0,141.0,53.0,-617.0,-4096.0
-134.0,1186.5,145.5,396.5,-494.5,-2074.0
-141.75,993.25,184.5,-865.25,-474.5,-2063.5
164.0,855.0,351.0,76.0,-561.0,-4096.0
-158.625,1030.0,291.375,-227.875,-470.375,-2576.5
-122.0,1029.0,349.0,339.5,-464.5,-3085.25
-210.2,1079.8,34.8,334.4,-476.4,-1654.2
-204.0,913.0,215.5,299.5,-484.0,-2053.5
-304.0,1441.0,-157.0,462.0,-453.0,-20.0
-304.0,1441.0,-157.0,462.0,-453.0,-20.0
-11.0,654.0,411.0,-16.0,-621.0,-4096.0
-207.5,1108.5,-26.5,427.0,-477.5,-2054.5
-238.5,1070.5,86.83333333333333,348.5,-508.0,-2069.5
-62.75,938.75,183.25,143.75,-549.5,-3074.25
-86.6,1177.4,414.6,326.4,-530.4,-4096.0
53.0,652.0,526.0,43.0,-455.0,-4096.0
-88.0,956.8571428571429,320.0,236.28571428571428,-457.42857142857144,-3521.0
-216.0,724.3333333333334,325.0,315.0,-340.6666666666667,-2739.0
49.0,565.0,617.0,14.0,-272.0,-4096.0
-133.0,799.5,115.25,224.75,-400.25,-2069.75
-126.75,965.5,-218.25,268.75,-467.5,-2057.5
-140.76923076923077,991.5384615384615,-227.23076923076923,-104.92307692307692,-510.0,-1890.3076923076924
-190.5,1092.25,-236.5,306.5,-524.5,-1015.75
-7.333333333333333,999.6666666666666,-107.33333333333333,237.33333333333334,-493.6666666666667,-2749.0
